album,uri,name,playcount,trackNumber,duration,artist,other artist
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:36DHxTW2xdr9GG15T9oK9L,EL MUNDO ES MÍO,80669581,1,165199,Bad Bunny,
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:5RubKOuDoPn5Kj5TLVxSxY,TE MUDASTE,472850679,2,130013,Bad Bunny,
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:0tjZv2hChdHZCW1zFXpy1J,HOY COBRÉ,122732700,3,162151,Bad Bunny,
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:0Lsis3LB0XAK6XlTHXaJk2,MALDITA POBREZA,89824926,4,213609,Bad Bunny,
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,753199526,5,203200,Bad Bunny,ROSALÍA
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:23XjN1s3DZC8Q9ZwuorYY4,TE DESEO LO MEJOR,166645542,6,139576,Bad Bunny,
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:5fROvzNghPid8mbKNDYvpJ,YO VISTO ASÍ,158142903,7,191526,Bad Bunny,
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:26QApq0cuO9brJigr0C0W4,HACIENDO QUE ME AMAS,278299665,8,217768,Bad Bunny,
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:26w9NTiE9NGjW1ZvIOd1So,BOOKER T,273619187,9,156430,Bad Bunny,
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:67ACYA3UI6QMNtHX6b34wX,LA DROGA,121868976,10,162299,Bad Bunny,
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:4MzXwWMhyBbmu6hOcLVD49,DÁKITI,1517905430,11,205090,Bad Bunny,Jhay Cortez
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:09WAnxdBuebQopKhJT3oZS,TRELLAS,78798903,12,157673,Bad Bunny,
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:5jZ32WOU7sqzDYbzINwMUk,SORRY PAPI,123894447,13,163053,Bad Bunny,ABRA
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:3KJ3opyV29269SXkPrc19l,120,233644826,14,151506,Bad Bunny,
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:7kjEqI6eZ7YlFrGhxixnlN,ANTES QUE SE ACABE,170687274,15,221186,Bad Bunny,
EL ÚLTIMO TOUR DEL MUNDO,spotify:track:2Iv6YBslkxslMJQsxshZh5,CANTARES DE NAVIDAD,25257754,16,199720,Trio Vegabajeño,
Views,spotify:track:7sBwAWyXfiIgrYQ8BaJESH,Keep The Family Close,87360291,1,328906,Drake,
Views,spotify:track:1C7KSXR2GVxknex6I4ANco,9,126094754,2,255786,Drake,
Views,spotify:track:03L2AoiRbWhvt7BDMx1jUB,U With Me?,113442397,3,297373,Drake,
Views,spotify:track:3cjF2OFRmip8spwZYQRKxP,Feel No Ways,269961631,4,240653,Drake,
Views,spotify:track:5NFYuqu8V6QXc6mzcLImd6,Hype,166016630,5,209413,Drake,
Views,spotify:track:4PA16FAl8LPmFmOhARawdV,Weston Road Flows,96255522,6,253533,Drake,
Views,spotify:track:4cRBqWBjuccCowYVHFlXK6,Redemption,150165873,7,333946,Drake,
Views,spotify:track:3aJkV6DUTSCqOwVwaBDG9B,With You,171683523,8,195053,Drake,PARTYNEXTDOOR
Views,spotify:track:2qLcJOLrh6Djda4uLbldSA,Faithful,88336645,9,290133,Drake,"dvsn,Pimp C"
Views,spotify:track:433P7tDcIAi6NLnf4Sh6tI,Still Here,258668730,10,189853,Drake,
Views,spotify:track:3O8NlPh2LByMU9lSRSHedm,Controlla,721423593,11,245226,Drake,
Views,spotify:track:1zi7xx7UVEFkmKfv06H8x0,One Dance,2428268735,12,173986,Drake,"Wizkid,Kyla"
Views,spotify:track:5e574bhjycX1eH2l4Auage,Grammys,155635930,13,220426,Drake,Future
Views,spotify:track:3NxAG2ni1lLa8RKL6a0INc,Childs Play,243899723,14,241400,Drake,
Views,spotify:track:5mPSyjLatqB00IkPqRlbTE,Pop Style,343807339,15,212946,Drake,
Views,spotify:track:3BtuIIrQlkujKPuWF2B85z,Too Good,919729567,16,263373,Drake,Rihanna
Views,spotify:track:3ppVO2tyWRRznNmONvt7Se,Summers Over Interlude,75557558,17,106333,Drake,Majid Jordan
Views,spotify:track:4BhGTc3Cgay2U1QcTS7vQe,Fire & Desire,237630968,18,238120,Drake,
Views,spotify:track:7MjSipTto9QljYzZnloXOn,Views,83378058,19,311960,Drake,
Views,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,Hotline Bling,1121846654,20,267066,Drake,
So Far Gone,spotify:track:1v24T2ug4TlssYZvI3aL4O,Lust For Life,27259817,1,176179,Drake,
So Far Gone,spotify:track:3XLSlQLJf3Ut0zvMUxnF1h,Houstatlantavegas,48824771,2,290791,Drake,
So Far Gone,spotify:track:6NwhtCYkfwWlcR62Ac4E7y,Successful (feat. Trey Songz & Lil Wayne),38903939,3,375050,Drake,"Trey Songz,Lil Wayne"
So Far Gone,spotify:track:4FDSPGncHRpr6yB8DD4CtI,Let’s Call It Off (feat. Peter Bjorn and John),14943103,4,234175,Drake,Peter Bjorn and John
So Far Gone,spotify:track:0JaVdpmiex2EP7bBzyKVTa,November 18th,40048043,5,188189,Drake,
So Far Gone,spotify:track:2hcohLIysMxofYziluXCoX,Ignant Shit (feat. Lil Wayne),28955284,6,302492,Drake,Lil Wayne
So Far Gone,spotify:track:3lkkkYc1wBj5l3FVlpqvP6,A Night Off (feat. Lloyd),11901727,7,193962,Drake,Lloyd
So Far Gone,spotify:track:7mPoCVGP752A5DtHf1SKkM,Say What's Real,12359559,8,230717,Drake,
So Far Gone,spotify:track:524wvipGqxPKYWxkjf9y46,Little Bit (feat. Lykke Li),23776000,9,230484,Drake,Lykke Li
So Far Gone,spotify:track:3QLjDkgLh9AOEHlhQtDuhs,Best I Ever Had,442592915,10,257690,Drake,
So Far Gone,spotify:track:2TWSilrWcTrgVKcP8kfEfg,Unstoppable (feat. Santigold & Lil Wayne),11221011,11,209957,Drake,"Santigold,Lil Wayne"
So Far Gone,spotify:track:0q7LGcVSpsIoSbjChtZ8lI,Uptown (feat. Bun B & Lil Wayne),61687033,12,382262,Drake,"Bun B,Lil Wayne"
So Far Gone,spotify:track:43iKgGbmfqPLh3mxUlospI,Sooner Than Later,12454734,13,262046,Drake,
So Far Gone,spotify:track:4i3GraNMzBKze1WsVl38DS,Bria's Interlude (feat. Omarion),17980049,14,139574,Drake,Omarion
So Far Gone,spotify:track:6MlGqWzDiLkZ0vmAEsisEk,The Calm,19015797,15,243723,Drake,
So Far Gone,spotify:track:6hHKFReuQR9VQp39ev43wY,Outro (feat. Chilly Gonzales),7330035,16,174398,Drake,Chilly Gonzales
So Far Gone,spotify:track:4XTXamS1g4g93jPxyuFJJ6,Brand New,20330039,17,213492,Drake,
So Far Gone,spotify:track:3SnXwQUrvSacFziUYXTNKY,Congratulations,13734560,18,332529,Drake,
No,spotify:track:70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),1206331808,1,197866,Ed Sheeran,Khalid
No,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),647557422,2,204466,Ed Sheeran,"Camila Cabello,Cardi B"
No,spotify:track:4wuCQX7JvAZLlrcmH4AeZF,Cross Me (feat. Chance the Rapper & PnB Rock),364500519,3,206186,Ed Sheeran,"Chance the Rapper,PnB Rock"
No,spotify:track:1AI7UPw3fgwAFkvAlZWhE0,Take Me Back to London (feat. Stormzy),192094158,4,189733,Ed Sheeran,Stormzy
No,spotify:track:0VsGaRXR5WAzpu51unJTis,Best Part of Me (feat. YEBBA),239455721,5,243266,Ed Sheeran,Yebba
No,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),1589448457,6,219946,Ed Sheeran,Justin Bieber
No,spotify:track:1DhRbox3xkceP64k3JeYfW,Antisocial (with Travis Scott),232343360,7,161746,Ed Sheeran,Travis Scott
No,spotify:track:0AtP8EkGPn6SwxKDaUuXec,Remember The Name (feat. Eminem & 50 Cent),196988097,8,207760,Ed Sheeran,"Eminem,50 Cent"
No,spotify:track:1Bdptrvb7nQkq8kCw3siE9,Feels (feat. Young Thug & J Hus),58252458,9,150786,Ed Sheeran,"Young Thug,J Hus"
No,spotify:track:5T03itPFOPGGkvVPvPiyla,Put It All on Me (feat. Ella Mai),87495323,10,197093,Ed Sheeran,Ella Mai
No,spotify:track:2qRN7PWiHRLprw4FpDeI9N,Nothing On You (feat. Paulo Londra & Dave),126954801,11,200733,Ed Sheeran,"Paulo Londra,Dave"
No,spotify:track:3FHXUqaUer9o231Je1zxIN,I Don't Want Your Money (feat. H.E.R.),60075616,12,204506,Ed Sheeran,H.E.R.
No,spotify:track:4vIKzWqtn44umal5jXq4wE,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),64363870,13,212306,Ed Sheeran,"Meek Mill,A Boogie Wit da Hoodie"
No,spotify:track:5d1rmWWF1725tnYjq6rMDB,Way To Break My Heart (feat. Skrillex),61795915,14,190293,Ed Sheeran,Skrillex
No,spotify:track:7hvO2qCwJVZxiyoA7c9i5d,BLOW (with Chris Stapleton & Bruno Mars),134186974,15,209120,Ed Sheeran,"Chris Stapleton,Bruno Mars"
x (Wembley Edition),spotify:track:0A2J5TumCpT4aJVvQHNEQW,One,252190438,1,252760,Ed Sheeran,
x (Wembley Edition),spotify:track:3KiktyOxQd2Z0bmnabgRq2,I'm a Mess,307207446,2,244573,Ed Sheeran,
x (Wembley Edition),spotify:track:6u0oHknFYrnUd42A6rvFly,Sing,494401688,3,235382,Ed Sheeran,
x (Wembley Edition),spotify:track:6gTJaPuj8DT8RjuDJyBgzP,Don't,663147326,4,219840,Ed Sheeran,
x (Wembley Edition),spotify:track:3THTZMkVV2onr7xM5yb6WZ,Nina,134621597,5,225533,Ed Sheeran,
x (Wembley Edition),spotify:track:6fxVffaTuwjgEk5h9QyRjy,Photograph,1974650186,6,258986,Ed Sheeran,
x (Wembley Edition),spotify:track:5mxTOMM0NiRud8VdBxbA2o,Bloodstream,280898945,7,300253,Ed Sheeran,
x (Wembley Edition),spotify:track:6vSwxzO2Qf4BinHSXRwZJe,Tenerife Sea,540480299,8,241346,Ed Sheeran,
x (Wembley Edition),spotify:track:2CW1geAxlM04INRmcoytvW,Runaway,130790418,9,205133,Ed Sheeran,
x (Wembley Edition),spotify:track:124Ym5jD2no2GAjZiEbw94,The Man,94625792,10,250426,Ed Sheeran,
x (Wembley Edition),spotify:track:1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,2082664345,11,281560,Ed Sheeran,
x (Wembley Edition),spotify:track:6Tb6jpTsEMuBnxYo2HuSiK,Afire Love,162822675,12,314280,Ed Sheeran,
x (Wembley Edition),spotify:track:3zvc53juLgo3LibcwGBDqn,Take It Back,110150272,13,208400,Ed Sheeran,
x (Wembley Edition),spotify:track:3hRWv9DGBOc1ge8nMolCHp,Shirtsleeves,87618715,14,190226,Ed Sheeran,
x (Wembley Edition),spotify:track:7Clb8su2UxUJ4CQUtDW2UZ,Even My Dad Does Sometimes,97439726,15,228533,Ed Sheeran,
x (Wembley Edition),spotify:track:1d1sMeH6jxPPxSFO7T0nDq,I See Fire,851900522,16,299146,Ed Sheeran,
x (Wembley Edition),spotify:track:3Th56VIq2sEaEmPPETu7p5,All of the Stars,282178408,17,237146,Ed Sheeran,
x (Wembley Edition),spotify:track:2tLqh0Y49XoaM8fYz1VFR5,English Rose,29840590,18,184173,Ed Sheeran,
x (Wembley Edition),spotify:track:763p5nkQytkOE7xmsFyu8y,Touch and Go,92195625,19,240986,Ed Sheeran,
x (Wembley Edition),spotify:track:0NJDrEZdTbVPMKC0Zbglgn,New York,31619540,20,235960,Ed Sheeran,
x (Wembley Edition),spotify:track:5puU24G3lHVsUXPAWW2ZpV,Make It Rain,65851051,21,404480,Ed Sheeran,
x (Wembley Edition),spotify:track:74sKqdbIzz8Q5k1uFGQIW7,Parting Glass - Live at Wembley Stadium,16174362,22,195967,Ed Sheeran,
x (Wembley Edition),spotify:track:4B1EYMTYNUfwRoD9MARPgT,Small Bump - Live at Wembley Stadium,14586793,23,302992,Ed Sheeran,
x (Wembley Edition),spotify:track:0vbbhcA6okLzvsy6WSTlLg,Lay It All on Me (feat. Ed Sheeran),384699088,24,242440,Rudimental,Ed Sheeran
OASIS,spotify:track:71pEiUWwfDFiRO6RmFpnBf,MOJAITA,149338294,1,187333,J Balvin,Bad Bunny
OASIS,spotify:track:0uIfrUwwg0Z7KTitul7E3T,YO LE LLEGO,119594391,2,249600,J Balvin,Bad Bunny
OASIS,spotify:track:6SYSu569pfYdkDT9A5lZqi,CUIDAO POR AHÍ,90857827,3,198320,J Balvin,Bad Bunny
OASIS,spotify:track:25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,578147479,4,222346,J Balvin,Bad Bunny
OASIS,spotify:track:0fea68AdmYNygeTGI4RC18,LA CANCIÓN,1123363004,5,242573,J Balvin,Bad Bunny
OASIS,spotify:track:7hynhxDoDpgMIV12JuVtNa,UN PESO,316335631,6,277106,J Balvin,"Bad Bunny,Marciano Cantero"
OASIS,spotify:track:7alOsNr36sJ8CyOEP4aILq,ODIO,103267653,7,270400,J Balvin,Bad Bunny
OASIS,spotify:track:7knLcYCOSaURD0d7HUULFM,COMO UN BEBÉ,169567436,8,218826,J Balvin,"Bad Bunny,Mr Eazi"
"Honestly, Nevermind",spotify:track:1kNdtonJXHorsVpWerK8C2,Intro,20141940,1,36935,Drake,
"Honestly, Nevermind",spotify:track:1vbn9fEyw1IYhqgZJdu9ZB,Falling Back,56266147,2,266178,Drake,
"Honestly, Nevermind",spotify:track:4FIgHqXd4KkOwxrGeLDYM2,Texts Go Green,41735091,3,308820,Drake,
"Honestly, Nevermind",spotify:track:1eCFz60zd7mAXgWLapPd9B,Currents,33128734,4,157390,Drake,
"Honestly, Nevermind",spotify:track:0nAZGkBGKQCXyaoSJfRhC1,A Keeper,41633907,5,173097,Drake,
"Honestly, Nevermind",spotify:track:7sT7kZEYd1MrmzLLIRVZas,Calling My Name,37768948,6,129964,Drake,
"Honestly, Nevermind",spotify:track:4rmVZajAF7PkrCagGPHbqa,Sticky,102912622,7,243227,Drake,
"Honestly, Nevermind",spotify:track:28JBD8p18xNuOfyV7Cotdn,Massive,119050310,8,336924,Drake,
"Honestly, Nevermind",spotify:track:6Yj7Zhxt73uvwFFvzQXdxO,Flight's Booked,34200815,9,254407,Drake,
"Honestly, Nevermind",spotify:track:7hRlTK3mgFTBEjX7DjqBsI,Overdrive,25009889,10,202451,Drake,
"Honestly, Nevermind",spotify:track:3N3d4OWbPVxTQVBFqNyykk,Down Hill,19571105,11,250864,Drake,
"Honestly, Nevermind",spotify:track:1XsRwo2it6QHdV2OiT6IzF,Tie That Binds,22213947,12,336005,Drake,
"Honestly, Nevermind",spotify:track:2vy9Ry1TNjCD85TiCbTz0r,Liability,22816637,13,237932,Drake,
"Honestly, Nevermind",spotify:track:3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),248942119,14,218364,Drake,21 Savage
Scorpion,spotify:track:2yg9UN4eo5eMVJ7OB4RWj3,Survival,110073773,1,136186,Drake,
Scorpion,spotify:track:0TlLq3lA83rQOYtrqBqSct,Nonstop,903482769,2,238614,Drake,
Scorpion,spotify:track:3szf2z1Cy1QMrtHrbn8rz9,Elevate,149029474,3,184960,Drake,
Scorpion,spotify:track:5Psnhdkyanjpgc2P8A5TSM,Emotionless,171657073,4,302173,Drake,
Scorpion,spotify:track:6DCZcSspjsKoFjzjrWoCdn,God's Plan,2028154329,5,198973,Drake,
Scorpion,spotify:track:3qN5qMTKyEEmiTZD38BNTT,I'm Upset,382548669,6,214466,Drake,
Scorpion,spotify:track:0zqy3ss4CwD6u4QPksS0nI,8 Out Of 10,111154235,7,195720,Drake,
Scorpion,spotify:track:7rC5Pl8rQSX4myONQHYPBK,Mob Ties,319141732,8,205146,Drake,
Scorpion,spotify:track:1dUHF4RyMmMTveJ0Rby6Xm,Can’t Take A Joke,175705486,9,163974,Drake,
Scorpion,spotify:track:6cblRiEGDRNZgowcm951R3,Sandra’s Rose,103539689,10,216333,Drake,
Scorpion,spotify:track:4ksuI04WMvUnJbHQjgs3L5,Talk Up (feat. Jay-Z),100466808,11,223240,Drake,JAY-Z
Scorpion,spotify:track:1Tnw0ItH1Macok8gblnPPd,Is There More,71693164,12,226906,Drake,
Scorpion,spotify:track:11L064movtyopGdLiX4sVg,Peak,86301713,1,206026,Drake,
Scorpion,spotify:track:4HG1YiGBseVKzjyKcmAJen,Summer Games,101894953,2,247893,Drake,
Scorpion,spotify:track:4c2xt1trwYZpMqPWY35Xi9,Jaded,138585563,3,262453,Drake,
Scorpion,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,Nice For What,1055619842,4,210746,Drake,
Scorpion,spotify:track:2WP8G2pdddDmnh1xbfKBOI,Finesse,193313999,5,182080,Drake,
Scorpion,spotify:track:4SUwJA3eUVNHExxMPEUhQe,Ratchet Happy Birthday,66771313,6,207306,Drake,
Scorpion,spotify:track:41a7dZcq30Ss5kPMayWRV0,That’s How You Feel,110335872,7,157605,Drake,
Scorpion,spotify:track:4n1bdaKwynQndm47x5HqWX,Blue Tint,126392056,8,162800,Drake,
Scorpion,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,1249689024,9,217925,Drake,
Scorpion,spotify:track:6G8kHiVZ1jW7vHMPVRNZU0,Don’t Matter To Me (with Michael Jackson),441439697,10,245786,Drake,Michael Jackson
Scorpion,spotify:track:3mvYQKm8h6M5K5h0nVPY9S,After Dark (feat. Static Major & Ty Dolla $ign),103209425,11,289560,Drake,"Static Major,Ty Dolla $ign"
Scorpion,spotify:track:44Du2IM1bGY7dicmLfXbUs,Final Fantasy,69172635,12,219960,Drake,
Scorpion,spotify:track:09lmraDvzBT3pUQ2rUtJzK,March 14,55221520,13,309560,Drake,
Nothing Was The Same (Deluxe),spotify:track:4MOy68Xuz84lkfu1NQH6Bg,Tuscan Leather,88389142,1,366400,Drake,
Nothing Was The Same (Deluxe),spotify:track:6E1ILfm6wNkA6kautk3mQP,Furthest Thing,132692778,2,267373,Drake,
Nothing Was The Same (Deluxe),spotify:track:5bm0CcD5R9Nj04QbMvwugt,Started From the Bottom,410679217,3,174133,Drake,
Nothing Was The Same (Deluxe),spotify:track:7J8g9TwJYxmO0Xy3L916er,Wu-Tang Forever,111138151,4,217680,Drake,
Nothing Was The Same (Deluxe),spotify:track:1dHUNRY8eVXvSo6kvyFyNx,Own It,109340492,5,251973,Drake,
Nothing Was The Same (Deluxe),spotify:track:0MmqaSn9dzP5GHxZ933V4l,Worst Behavior,159221855,6,270186,Drake,
Nothing Was The Same (Deluxe),spotify:track:5eCRkTcecpAXVWtS11GP5C,From Time,356042611,7,322160,Drake,Jhené Aiko
Nothing Was The Same (Deluxe),spotify:track:6GCsFtfTR4R9Y0ECkFJhNr,"Hold On, We're Going Home",757102466,8,227880,Drake,Majid Jordan
Nothing Was The Same (Deluxe),spotify:track:4AUo4CPTghr09esofcujq2,Connect,78037008,9,296413,Drake,
Nothing Was The Same (Deluxe),spotify:track:4yQqhoEeRcsMfr7tqEea7f,The Language,138739034,10,224013,Drake,
Nothing Was The Same (Deluxe),spotify:track:7wbClNblLd3hkosmuYAdN9,305 To My City,65173695,11,255853,Drake,Detail
Nothing Was The Same (Deluxe),spotify:track:4XKBoqWQjPdNM4t0znWu7E,Too Much,160281089,12,261853,Drake,Sampha
Nothing Was The Same (Deluxe),spotify:track:7EAI848gzAJpFsEmk6Wi3c,Pound Cake / Paris Morton Music 2,217519380,13,433800,Drake,JAY-Z
Nothing Was The Same (Deluxe),spotify:track:3eN46sMTppXYMAyWi37wn1,Come Thru,114099366,14,236360,Drake,
Nothing Was The Same (Deluxe),spotify:track:7y911sqgHGHcyU4ivapjwi,All Me,321037896,15,270866,Drake,"2 Chainz,Big Sean"
X 100PRE,spotify:track:278kSqsZIiYp8p3QjYAqa8,NI BIEN NI MAL,387400317,1,236215,Bad Bunny,
X 100PRE,spotify:track:5jGUJXnELDaDTgiRjD9lsg,200 Mph,161871592,2,170509,Bad Bunny,Diplo
X 100PRE,spotify:track:6kN06eEOblRAuWI0xUUS91,¿Quien Tu Eres?,99398081,3,159228,Bad Bunny,
X 100PRE,spotify:track:6it15CsDlkqB7N4lF0C1qM,Caro,244938348,4,229455,Bad Bunny,
X 100PRE,spotify:track:5VQpJ2AY2iMzrRZKgcvNjh,Tenemos Que Hablar,98021868,5,224512,Bad Bunny,
X 100PRE,spotify:track:4vCAzANUWDE24URV6wQ4ra,Otra Noche en Miami,351347922,6,233128,Bad Bunny,
X 100PRE,spotify:track:4UEuIEv9Wc3wtiWUplGJ7q,Ser Bichote,88248144,7,193210,Bad Bunny,
X 100PRE,spotify:track:35wvL50xvKpCHEJPxLOLPI,Si Estuviésemos Juntos,568028807,8,169247,Bad Bunny,
X 100PRE,spotify:track:4uP3pUP18ennmz0tb3GphR,Solo de Mi,383036990,9,197967,Bad Bunny,
X 100PRE,spotify:track:5mj8WVFcKdGA8p9HWGTSLc,Cuando Perriabas,138951622,10,188654,Bad Bunny,
X 100PRE,spotify:track:1khmgu0pveJbkbpbkyvcQv,La Romana,292267541,11,300579,Bad Bunny,El Alfa
X 100PRE,spotify:track:69ZaPBHhRMRDjRpW1ivnOU,Como Antes,137371669,12,230577,Bad Bunny,
X 100PRE,spotify:track:6pZHZndlo57dPCYnvlYFOE,RLNDT,108147419,13,284852,Bad Bunny,
X 100PRE,spotify:track:2OWVCFTolecLiGZPquvWvT,Estamos Bien,362090477,14,208079,Bad Bunny,
X 100PRE,spotify:track:3gE4eQH3K83Sght0ZLvuBK,MIA,1105455423,15,210367,Bad Bunny,Drake
Thank Me Later,spotify:track:73tgFzBug5Ifk1Retdtwk7,Fireworks,41633491,1,313280,Drake,Alicia Keys
Thank Me Later,spotify:track:5bDEA48Dxyxoc3K4Dt7yRE,Karaoke,24750617,2,227960,Drake,
Thank Me Later,spotify:track:0llA0pYA6GpGk7fTjew0wO,The Resistance,34051333,3,225360,Drake,
Thank Me Later,spotify:track:6BdgtqiV3oXNqBikezwdvC,Over,171475265,4,233560,Drake,
Thank Me Later,spotify:track:7v0hKO3RYhEXt2EPXf4AOS,Show Me A Good Time,42168326,5,210360,Drake,
Thank Me Later,spotify:track:75L0qdzRnhwV62UXoNq3pE,Up All Night,154241503,6,234333,Drake,Nicki Minaj
Thank Me Later,spotify:track:3fpTMuD1u3gJlVI4FadVHs,Fancy,76457958,7,319386,Drake,"T.I.,Swizz Beatz"
Thank Me Later,spotify:track:3d8PDk3B4am5c6TsUCznUW,Shut It Down,51240405,8,419306,Drake,The-Dream
Thank Me Later,spotify:track:5LZ0ZCRXrklIpnzn4Tcyde,Unforgettable,36392913,9,213813,Drake,Jeezy
Thank Me Later,spotify:track:0PWQqF5PvqRq0OPLSH0FKI,Light Up,27041194,10,274146,Drake,JAY-Z
Thank Me Later,spotify:track:1U4mweNwisxNj23ffuC9gO,Miss Me,68165387,11,305520,Drake,Lil Wayne
Thank Me Later,spotify:track:2G7QCDuRM7rTj0pX21e0xk,Cece's Interlude,15136420,12,154120,Drake,
Thank Me Later,spotify:track:4BycRneKmOs6MhYG9THsuX,Find Your Love,125594431,13,208946,Drake,
Thank Me Later,spotify:track:3cBUv0RIoEyAm2b7qimEY6,Thank Me Now,32367408,14,328573,Drake,
MOTOMAMY+,spotify:track:4n1WwhKzKHUX598tvU1wMu,SAOKO,112282183,1,137533,ROSALÍA,
MOTOMAMY+,spotify:track:4AIA8hN351mjpB5lXfUsJH,CANDY,74471333,2,193488,ROSALÍA,
MOTOMAMY+,spotify:track:77VjuBo3CJbamC3gzaUzK9,LA FAMA,264940541,3,188121,ROSALÍA,The Weeknd
MOTOMAMY+,spotify:track:4kWCCB9VqQpZVewUlgjxGy,BULERÍAS,20799711,4,155861,ROSALÍA,
MOTOMAMY+,spotify:track:5OzQJGSICWovSJI3OFydQ9,CHICKEN TERIYAKI,60694572,5,122209,ROSALÍA,
MOTOMAMY+,spotify:track:7y1r8U18JSN93zZARYKfhT,HENTAI,35210979,6,162929,ROSALÍA,
MOTOMAMY+,spotify:track:2RGIXMgdKl2t4zLqVYwPu4,BIZCOCHITO,108329750,7,109109,ROSALÍA,
MOTOMAMY+,spotify:track:7EJcb4e5T2vDsaPWR7yEb4,G3 N15,20989394,8,252121,ROSALÍA,
MOTOMAMY+,spotify:track:6EXl4PwflcMNobeFpL5bWn,MOTOMAMI,34700332,9,61422,ROSALÍA,
MOTOMAMY+,spotify:track:19nu8H97D8j1G0bSwV5emP,DIABLO,27008797,10,165552,ROSALÍA,
MOTOMAMY+,spotify:track:6YbC5s56zWKObDIRZnAIbY,DELIRIO DE GRANDEZA,19591752,11,155436,ROSALÍA,
MOTOMAMY+,spotify:track:3lf72csq4o0yPNo6XFkwZO,CUUUUuuuuuute,18640082,12,150701,ROSALÍA,
MOTOMAMY+,spotify:track:5EbsCDXjzmwtHm70q87VHt,Abcdefg,16398152,13,65961,ROSALÍA,
MOTOMAMY+,spotify:track:5OcFWC7ynhXNdLgJXRmCd9,LA COMBI VERSACE,46725759,14,160296,ROSALÍA,Tokischa
MOTOMAMY+,spotify:track:4KkVsKSeAVluB6aG6QNCGG,COMO UN G,24559952,15,262104,ROSALÍA,
MOTOMAMY+,spotify:track:1nsHEIMiqiPzlwaZu5ykZG,Thank Yu :),847763,16,34918,ROSALÍA,
MOTOMAMY+,spotify:track:53tfEupEzQRtVFOeZvk7xq,DESPECHÁ,280438549,17,156787,ROSALÍA,
MOTOMAMY+,spotify:track:3VjCEyc0bHfa4Ie34kbWyb,CANDY - Remix,9879376,18,204654,ROSALÍA,Chencho Corleone
MOTOMAMY+,spotify:track:039XEZvgyNmVm1IGT2Lfkj,LA FAMA - Live en el Palau Sant Jordi,1511390,19,226089,ROSALÍA,
MOTOMAMY+,spotify:track:3SxJJJbmgDeLpWHa54LIWK,AISLAMIENTO,2408107,20,206869,ROSALÍA,
MOTOMAMY+,spotify:track:1xtfUae857RhiCclSlAOIV,LA KILIÉ,2548818,21,131087,ROSALÍA,
MOTOMAMY+,spotify:track:2N3YZ075lq9z1ObaAiX6l1,LAX,2171192,22,89749,ROSALÍA,
MOTOMAMY+,spotify:track:3CBaIz3eftJCf9GHycFanL,CHIRI,6774716,23,120991,ROSALÍA,
MOTOMAMY+,spotify:track:2EXEfxvAQz9cIZGIX60PJ8,SAKURA,14802305,24,201625,ROSALÍA,
LAS QUE NO IBAN A SALIR,spotify:track:1zaDh3qaGSeSmulNyWlUxm,SI ELLA SALE,61364314,1,143240,Bad Bunny,
LAS QUE NO IBAN A SALIR,spotify:track:4EJHKSnHENfjOxXWryyNtL,MÁS DE UNA CITA,111604863,2,183520,Bad Bunny,Zion & Lennox
LAS QUE NO IBAN A SALIR,spotify:track:0FktnzDqjClqU6iqOZVEs2,BYE ME FUI,207477400,3,178000,Bad Bunny,
LAS QUE NO IBAN A SALIR,spotify:track:3pm4XtcsRIFFtH2UErk62R,CANCIÓN CON YANDEL,262834825,4,209180,Yandel,Bad Bunny
LAS QUE NO IBAN A SALIR,spotify:track:5XqCz18k96K8tx6DAYM97i,PA' ROMPERLA,189578757,5,194200,Bad Bunny,Don Omar
LAS QUE NO IBAN A SALIR,spotify:track:5bmSver2b3ZXyuyLKtgnFI,BAD CON NICKY,158141529,6,202240,Bad Bunny,Nicky Jam
